Date,SPY
1993-01-29,24.31302833557129
1993-02-01,24.485950469970703
1993-02-02,24.537845611572266
1993-02-03,24.79722785949707
1993-02-04,24.90097427368164
1993-02-05,24.883686065673828
1993-02-08,24.883686065673828
1993-02-09,24.710773468017578
1993-02-10,24.745344161987305
1993-02-11,24.86640167236328
1993-02-12,24.676166534423828
1993-02-16,24.053646087646484
1993-02-17,24.03635597229004
1993-02-18,24.019060134887695
1993-02-19,24.105533599853516
1993-02-22,24.191986083984375
1993-02-23,24.17470359802246
1993-02-24,24.485950469970703
1993-02-25,24.537845611572266
1993-02-26,24.572418212890625
1993-03-01,24.503246307373047
1993-03-02,24.86640167236328
1993-03-03,24.970144271850586
1993-03-04,24.831811904907227
1993-03-05,24.76263999938965
1993-03-08,25.31598663330078
1993-03-09,25.229520797729492
1993-03-10,25.28141212463379
1993-03-11,25.21224021911621
1993-03-12,24.952856063842773
1993-03-15,25.073884963989258
1993-03-16,25.073884963989258
1993-03-17,24.918264389038086
1993-03-18,25.073884963989258
1993-03-19,25.03594970703125
1993-03-22,24.89696502685547
1993-03-23,24.949085235595703
1993-03-24,24.949085235595703
1993-03-25,25.105459213256836
1993-03-26,24.966466903686523
1993-03-29,25.070709228515625
1993-03-30,25.140199661254883
1993-03-31,25.12281608581543
1993-04-01,25.03594970703125
1993-04-02,24.514720916748047
1993-04-05,24.6363468170166
1993-04-06,24.566864013671875
1993-04-07,24.65372657775879
1993-04-08,24.61899185180664
1993-04-12,24.966466903686523
1993-04-13,25.018583297729492
1993-04-14,24.983842849731445
1993-04-15,24.983842849731445
1993-04-16,24.983842849731445
1993-04-19,24.879587173461914
1993-04-20,24.757976531982422
1993-04-21,24.7406063079834
1993-04-22,24.427854537963867
1993-04-23,24.323625564575195
1993-04-26,24.132509231567383
1993-04-27,24.393117904663086
1993-04-28,24.34099006652832
1993-04-29,24.445232391357422
1993-04-30,24.479991912841797
1993-05-03,24.6363468170166
1993-05-04,24.723230361938477
1993-05-05,24.792715072631836
1993-05-06,24.705854415893555
1993-05-07,24.65372657775879
1993-05-10,24.705854415893555
1993-05-11,24.81008529663086
1993-05-12,24.775339126586914
1993-05-13,24.479991912841797
1993-05-14,24.462604522705078
1993-05-17,24.54947280883789
1993-05-18,24.532094955444336
1993-05-19,25.03594970703125
1993-05-20,25.105459213256836
1993-05-21,24.879587173461914
1993-05-24,24.983842849731445
1993-05-25,25.03594970703125
1993-05-26,25.348684310913086
1993-05-27,25.26180648803711
1993-05-28,25.140199661254883
1993-06-01,25.3834285736084
1993-06-02,25.348684310913086
1993-06-03,25.26180648803711
1993-06-04,25.17494010925293
1993-06-07,25.088083267211914
1993-06-08,24.862215042114258
1993-06-09,24.949085235595703
1993-06-10,24.966466903686523
1993-06-11,25.070709228515625
1993-06-14,25.03594970703125
1993-06-15,24.983842849731445
1993-06-16,25.03594970703125
1993-06-17,25.12281608581543
1993-06-18,24.915950775146484
1993-06-21,24.968429565429688
1993-06-22,24.985916137695312
1993-06-23,24.758468627929688
1993-06-24,25.090911865234375
1993-06-25,25.07341766357422
1993-06-28,25.35335922241211
1993-06-29,25.23089599609375
1993-06-30,25.23089599609375
1993-07-01,25.16090202331543
1993-07-02,25.020925521850586
1993-07-06,24.758468627929688
1993-07-07,24.828454971313477
1993-07-08,25.10842514038086
1993-07-09,25.178403854370117
1993-07-12,25.16090202331543
1993-07-13,25.143402099609375
1993-07-14,25.23089599609375
1993-07-15,25.12590789794922
1993-07-16,25.05591583251953
1993-07-19,25.03841781616211
1993-07-20,25.10842514038086
1993-07-21,25.090911865234375
1993-07-22,24.915950775146484
1993-07-23,25.03841781616211
1993-07-26,25.178403854370117
1993-07-27,25.16090202331543
1993-07-28,25.10842514038086
1993-07-29,25.248390197753906
1993-07-30,25.10842514038086
1993-08-02,25.178403854370117
1993-08-03,25.195898056030273
1993-08-04,25.195898056030273
1993-08-05,25.143402099609375
1993-08-06,25.178403854370117
1993-08-09,25.318368911743164
1993-08-10,25.300865173339844
1993-08-11,25.300865173339844
1993-08-12,25.23089599609375
1993-08-13,25.26589012145996
1993-08-16,25.405838012695312
1993-08-17,25.493343353271484
1993-08-18,25.633325576782227
1993-08-19,25.633325576782227
1993-08-20,25.65082550048828
1993-08-23,25.59832000732422
1993-08-24,25.87828826904297
1993-08-25,25.895771026611328
1993-08-26,25.91329002380371
1993-08-27,25.895771026611328
1993-08-30,26.00075912475586
1993-08-31,26.07073211669922
1993-09-01,26.03574562072754
1993-09-02,25.94827651977539
1993-09-03,25.96576499938965
1993-09-07,25.790802001953125
1993-09-08,25.703306198120117
1993-09-09,25.75579833984375
1993-09-10,25.9832706451416
1993-09-13,26.00075912475586
1993-09-14,25.895771026611328
1993-09-15,25.96576499938965
1993-09-16,25.86078643798828
1993-09-17,25.810646057128906
1993-09-20,25.599353790283203
1993-09-21,25.51133155822754
1993-09-22,25.722614288330078
1993-09-23,25.86346435546875
1993-09-24,25.793039321899414
1993-09-27,26.07473373413086
1993-09-28,26.02191162109375
1993-09-29,25.93388557434082
1993-09-30,25.881072998046875
1993-10-01,26.00431251525879
1993-10-04,26.039520263671875
1993-10-05,26.00431251525879
1993-10-06,25.98671531677246
1993-10-07,25.916271209716797
1993-10-08,25.95149040222168
1993-10-11,26.00431251525879
1993-10-12,26.039520263671875
1993-10-13,26.039520263671875
1993-10-14,26.374040603637695
1993-10-15,26.5148983001709
1993-10-18,26.444459915161133
1993-10-19,26.250804901123047
1993-10-20,26.28599739074707
1993-10-21,26.250804901123047
1993-10-22,26.127540588378906
1993-10-25,26.197961807250977
1993-10-26,26.180362701416016
1993-10-27,26.197961807250977
1993-10-28,26.391637802124023
1993-10-29,26.391637802124023
1993-11-01,26.462059020996094
1993-11-02,26.444459915161133
1993-11-03,26.109949111938477
1993-11-04,25.828248977661133
1993-11-05,25.95149040222168
1993-11-08,25.98671531677246
1993-11-09,26.00431251525879
1993-11-10,26.197961807250977
1993-11-11,26.127540588378906
1993-11-12,26.250804901123047
1993-11-15,26.23318862915039
1993-11-16,26.356420516967773
1993-11-17,26.21556854248047
1993-11-18,26.145156860351562
1993-11-19,26.092342376708984
1993-11-22,25.93388557434082
1993-11-23,26.07473373413086
1993-11-24,26.180362701416016
1993-11-26,26.197961807250977
1993-11-29,26.092342376708984
1993-11-30,26.109949111938477
1993-12-01,26.145156860351562
1993-12-02,26.21556854248047
1993-12-03,26.32121467590332
1993-12-06,26.40924072265625
1993-12-07,26.391637802124023
1993-12-08,26.391637802124023
1993-12-09,26.303613662719727
1993-12-10,26.250804901123047
1993-12-13,26.40924072265625
1993-12-14,26.21556854248047
1993-12-15,26.180362701416016
1993-12-16,26.26839828491211
1993-12-17,26.412763595581055
1993-12-20,26.44822120666504
1993-12-21,26.359582901000977
1993-12-22,26.536840438842773
1993-12-23,26.519119262695312
1993-12-27,26.66094207763672
1993-12-28,26.714130401611328
1993-12-29,26.678667068481445
1993-12-30,26.572298049926758
1993-12-31,26.43050765991211
1994-01-03,26.359582901000977
1994-01-04,26.465944290161133
1994-01-05,26.519119262695312
1994-01-06,26.519119262695312
1994-01-07,26.678667068481445
1994-01-10,26.99775505065918
1994-01-11,26.944555282592773
1994-01-12,26.855932235717773
1994-01-13,26.785015106201172
1994-01-14,26.891399383544922
1994-01-17,26.891399383544922
1994-01-18,26.92683982849121
1994-01-19,26.855932235717773
1994-01-20,26.92683982849121
1994-01-21,26.873668670654297
1994-01-24,26.767295837402344
1994-01-25,26.767295837402344
1994-01-26,26.838205337524414
1994-01-27,27.086387634277344
1994-01-28,27.157289505004883
1994-01-31,27.35228157043457
1994-02-01,27.210472106933594
1994-02-02,27.387727737426758
1994-02-03,27.263647079467773
1994-02-04,26.643205642700195
1994-02-07,26.767295837402344
1994-02-08,26.785015106201172
1994-02-09,26.891399383544922
1994-02-10,26.66094207763672
1994-02-11,26.749563217163086
1994-02-14,26.785015106201172
1994-02-15,26.92683982849121
1994-02-16,26.90910530090332
1994-02-17,26.749563217163086
1994-02-18,26.59003448486328
1994-02-22,26.855932235717773
1994-02-23,26.785015106201172
1994-02-24,26.43050765991211
1994-02-25,26.554580688476562
1994-02-28,26.554580688476562
1994-03-01,26.44822120666504
1994-03-02,26.483671188354492
1994-03-03,26.412763595581055
1994-03-04,26.483671188354492
1994-03-07,26.625486373901367
1994-03-08,26.519119262695312
1994-03-09,26.643205642700195
1994-03-10,26.43050765991211
1994-03-11,26.572298049926758
1994-03-14,26.607759475708008
1994-03-15,26.59003448486328
1994-03-16,26.80275535583496
1994-03-17,26.80275535583496
1994-03-18,26.79689598083496
1994-03-21,26.725597381591797
1994-03-22,26.79689598083496
1994-03-23,26.779085159301758
1994-03-24,26.45815086364746
1994-03-25,26.20855712890625
1994-03-28,26.244211196899414
1994-03-29,25.727170944213867
1994-03-30,25.370590209960938
1994-03-31,25.4419002532959
1994-04-04,25.049680709838867
1994-04-05,25.56670570373535
1994-04-06,25.56670570373535
1994-04-07,25.69150161743164
1994-04-08,25.495393753051758
1994-04-11,25.60238265991211
1994-04-12,25.56670570373535
1994-04-13,25.43299102783203
1994-04-14,25.4419002532959
1994-04-15,25.4419002532959
1994-04-18,25.272541046142578
1994-04-19,25.308195114135742
1994-04-20,25.28143882751465
1994-04-21,25.620201110839844
1994-04-22,25.59343910217285
1994-04-25,25.860889434814453
1994-04-26,25.834135055541992
1994-04-28,25.64694595336914
1994-04-29,25.727170944213867
1994-05-02,25.887624740600586
1994-05-03,25.860889434814453
1994-05-04,25.816312789916992
1994-05-05,25.780649185180664
1994-05-06,25.53104019165039
1994-05-09,25.308195114135742
1994-05-10,25.504289627075195
1994-05-11,25.272541046142578
1994-05-12,25.39735221862793
1994-05-13,25.39735221862793
1994-05-16,25.406259536743164
1994-05-17,25.780649185180664
1994-05-18,25.96786880493164
